54029.23676,0,1,25.286876,5.262334,4048,3532,18.3,0
54029.24532,0,2,25.284863,5.262097,4052,3511,18.3,0
54029.25392,0,3,25.282838,5.26186,4044,3534,18.3,0
54029.26253,0,4,25.280811,5.261622,4070,3529,18.3,0
54029.23676,1,1,25.286652,5.33398,4048,3635,17.7,0
54029.24532,1,2,25.284884,5.333621,4051,3614,17.7,0
54029.25392,1,3,25.283107,5.333261,4043,3636,17.7,0
54029.26253,1,4,25.281327,5.3329,4068,3632,17.7,0
54029.23676,2,1,25.307198,5.521397,4017,3905,16.6,0
54029.24532,2,2,25.304735,5.521348,4021,3884,16.6,0
54029.25392,2,3,25.302259,5.521299,4014,3907,16.6,0
54029.26253,2,4,25.29978,5.52125,4041,3903,16.6,0
54029.23676,3,1,25.317987,3.73071,4014,1328,17.7,0
54029.24532,3,2,25.3163,3.730019,4018,1306,17.7,0
54029.25392,3,3,25.314604,3.729324,4010,1328,17.7,0
54029.26253,3,4,25.312905,3.728627,4035,1323,17.7,0
54029.23676,4,1,25.380371,5.118601,3915,3325,21.6,0
54029.24532,4,2,25.378837,5.117882,3918,3303,21.6,0
54029.25392,4,3,25.377296,5.117159,3910,3325,21.6,0
54029.26253,4,4,25.375752,5.116436,3935,3320,21.6,0
54029.23676,5,1,25.412959,4.825035,3870,2902,20.4,0
54029.24532,5,2,25.411013,4.824391,3874,2880,20.4,0
54029.25392,5,3,25.409057,4.823744,3866,2902,20.4,0
54029.26253,5,4,25.407099,4.823096,3892,2897,20.4,0
54029.23676,6,1,25.421703,5.250951,3855,3515,18.9,0
54029.24532,6,2,25.419656,5.250158,3859,3493,18.9,0
54029.25392,6,3,25.417598,5.249361,3851,3515,18.9,0
54029.26253,6,4,25.415537,5.248563,3877,3509,18.9,0
54029.23676,7,1,25.436778,3.560146,3844,1082,17.8,0
54029.24532,7,2,25.434587,3.560057,3849,1061,17.8,0
54029.25392,7,3,25.432385,3.559968,3842,1084,17.8,0
54029.26253,7,4,25.430179,3.559878,3867,1079,17.8,0
54029.23676,8,1,25.458738,3.140408,3816,478,19.3,0
54029.24532,8,2,25.456859,3.1399,3820,456,19.3,0
54029.25392,8,3,25.454971,3.13939,3812,478,19.3,0
54029.26253,8,4,25.453079,3.138879,3838,473,19.3,0
54029.23676,9,1,25.482547,4.739592,3771,2779,20.2,0
54029.24532,9,2,25.48053,4.738578,3775,2756,20.2,0
54029.25392,9,3,25.478502,4.737558,3767,2778,20.2,0
54029.26253,9,4,25.476471,4.736537,3793,2772,20.2,0
54029.23676,10,1,25.484906,5.236483,3764,3494,20.5,0
54029.24532,10,2,25.483164,5.235644,3768,3471,20.5,0
54029.25392,10,3,25.481413,5.2348,3760,3493,20.5,0
54029.26253,10,4,25.479659,5.233955,3785,3488,20.5,0
54029.23676,11,1,25.500048,3.47722,3754,962,18.8,0
54029.24532,11,2,25.49801,3.476096,3758,939,18.8,0
54029.25392,11,3,25.495961,3.474966,3751,961,18.8,0
54029.26253,11,4,25.493909,3.473835,3777,955,18.8,0
54029.23676,12,1,25.533696,3.455214,3706,930,21.5,0
54029.24532,12,2,25.531893,3.454238,3710,908,21.5,0
54029.25392,12,3,25.53008,3.453257,3702,929,21.5,0
54029.26253,12,4,25.528264,3.452275,3727,924,21.5,0
54029.23676,13,1,25.539047,4.75854,3690,2806,19.3,0
54029.24532,13,2,25.536809,4.757915,3694,2784,19.3,0
54029.25392,13,3,25.534559,4.757285,3687,2806,19.3,0
54029.26253,13,4,25.532306,4.756655,3713,2801,19.3,0
54029.23676,14,1,25.559686,3.817831,3666,1452,18.5,0
54029.24532,14,2,25.557888,3.817083,3670,1430,18.5,0
54029.25392,14,3,25.556079,3.816332,3662,1452,18.5,0
54029.26253,14,4,25.554269,3.815579,3687,1447,18.5,0
54029.23676,15,1,25.58595,5.023772,3621,3187,19.4,0
54029.24532,15,2,25.584445,5.022968,3624,3165,19.4,0
54029.25392,15,3,25.582932,5.022159,3616,3186,19.4,0
54029.26253,15,4,25.581416,5.021349,3640,3181,19.4,0
54029.23676,16,1,25.652866,4.361014,3529,2233,18.7,0
54029.24532,16,2,25.651288,4.359915,3532,2210,18.7,0
54029.25392,16,3,25.649701,4.358811,3524,2231,18.7,0
54029.26253,16,4,25.648112,4.357705,3549,2226,18.7,0
54029.23676,17,1,25.674735,5.170722,3492,3398,19.9,0
54029.24532,17,2,25.673035,5.170288,3496,3376,19.9,0
54029.25392,17,3,25.671327,5.169851,3488,3398,19.9,0
54029.26253,17,4,25.669616,5.169413,3513,3394,19.9,0
54029.23676,18,1,25.684092,5.005371,3480,3160,18.6,0
54029.24532,18,2,25.681802,5.004845,3484,3138,18.6,0
54029.25392,18,3,25.679501,5.004317,3477,3160,18.6,0
54029.26253,18,4,25.677196,5.003788,3503,3155,18.6,0
54029.23676,19,1,25.696406,3.188476,3474,545,18.8,0
54029.24532,19,2,25.69438,3.188053,3478,524,18.8,0
54029.25392,19,3,25.692343,3.187627,3471,546,18.8,0
54029.26253,19,4,25.690304,3.187201,3496,541,18.8,0
54029.23676,20,1,25.719063,5.624205,3426,4050,19.7,0
54029.24532,20,2,25.717294,5.62363,3430,4028,19.7,0
54029.25392,20,3,25.715515,5.623052,3422,4050,19.7,0
54029.26253,20,4,25.713733,5.622473,3447,4045,19.7,0
54029.23676,21,1,25.725051,3.240679,3432,620,17.7,0
54029.24532,21,2,25.7232,3.240088,3436,598,17.7,0
54029.25392,21,3,25.721338,3.239494,3429,621,17.7,0
54029.26253,21,4,25.719475,3.2389,3454,616,17.7,0
54029.23676,22,1,25.756975,4.750496,3377,2793,17.3,0
54029.24532,22,2,25.755307,4.749929,3381,2771,17.3,0
54029.25392,22,3,25.753631,4.749358,3373,2793,17.3,0
54029.26253,22,4,25.751952,4.748786,3398,2788,17.3,0
54029.23676,23,1,25.757429,2.886857,3388,111,19.0,0
54029.24532,23,2,25.755741,2.886252,3392,89,19.0,0
54029.25392,23,3,25.754043,2.885644,3384,111,19.0,0
54029.26253,23,4,25.752343,2.885035,3409,106,19.0,0
54029.23676,24,1,25.758793,4.071545,3379,1816,18.8,0
54029.24532,24,2,25.757068,4.071095,3382,1794,18.8,0
54029.25392,24,3,25.755334,4.070641,3374,1816,18.8,0
54029.26253,24,4,25.753598,4.070188,3400,1812,18.8,0
54029.23676,25,1,25.772068,3.47953,3363,964,19.2,0
54029.24532,25,2,25.77027,3.478835,3367,942,19.2,0
54029.25392,25,3,25.768461,3.478135,3359,964,19.2,0
54029.26253,25,4,25.76665,3.477434,3385,959,19.2,0
54029.23676,26,1,25.772284,5.426436,3351,3765,19.7,0
54029.24532,26,2,25.77062,5.425423,3355,3742,19.7,0
54029.25392,26,3,25.768946,5.424404,3346,3764,19.7,0
54029.26253,26,4,25.767271,5.423385,3371,3759,19.7,0
54029.23676,27,1,25.777913,4.340296,3350,2202,20.3,0
54029.24532,27,2,25.776339,4.339269,3353,2180,20.3,0
54029.25392,27,3,25.774756,4.338236,3345,2201,20.3,0
54029.26253,27,4,25.773171,4.337202,3370,2196,20.3,0
54029.23676,28,1,25.788765,3.335745,3340,757,18.1,0
54029.24532,28,2,25.786914,3.335466,3344,735,18.1,0
54029.25392,28,3,25.785052,3.335186,3336,758,18.1,0
54029.26253,28,4,25.783188,3.334905,3362,753,18.1,0
54029.23676,29,1,25.808483,4.429728,3305,2331,17.5,0
54029.24532,29,2,25.806159,4.429469,3310,2309,17.5,0
54029.25392,29,3,25.803822,4.429209,3303,2332,17.5,0
54029.26253,29,4,25.801482,4.428949,3329,2327,17.5,0
54029.23676,30,1,25.830355,4.06154,3276,1801,18.5,0
